roll_no,full_name,email,dept_code,section,batch_year,cgpa,backlogs,placement_status
CB.EN.U4ELC23110,Lakshmi Prabhu,cb.en.u4elc23110@cb.students.amrita.edu,ELC,B,2027,5.91,3,Not Placed
CB.EN.U4ELC23111,Divya Venkatesh,cb.en.u4elc23111@cb.students.amrita.edu,ELC,B,2027,8.5,0,Not Placed
CB.EN.U4ELC23112,Sai Krishnan,cb.en.u4elc23112@cb.students.amrita.edu,ELC,B,2027,7.45,0,Not Placed
CB.EN.U4ELC23113,Varun Gowda,cb.en.u4elc23113@cb.students.amrita.edu,ELC,B,2027,5.78,1,Not Placed
CB.EN.U4ELC23114,Vikram Reddy,cb.en.u4elc23114@cb.students.amrita.edu,ELC,B,2027,8.22,0,Not Placed
CB.EN.U4ELC23115,Karthik Singh,cb.en.u4elc23115@cb.students.amrita.edu,ELC,B,2027,7.81,0,Not Placed
CB.EN.U4ELC23116,Kavya Subramanian,cb.en.u4elc23116@cb.students.amrita.edu,ELC,B,2027,5.78,3,Not Placed
CB.EN.U4ELC23117,Diya Kamath,cb.en.u4elc23117@cb.students.amrita.edu,ELC,B,2027,6.62,0,Not Placed
CB.EN.U4ELC23118,Rahul Iyer,cb.en.u4elc23118@cb.students.amrita.edu,ELC,B,2027,8.33,0,Not Placed
CB.EN.U4ELC23119,Riya Krishnan,cb.en.u4elc23119@cb.students.amrita.edu,ELC,B,2027,7.26,0,Not Placed
CB.EN.U4ELC23120,Dhruv Gowda,cb.en.u4elc23120@cb.students.amrita.edu,ELC,B,2027,6.55,0,Not Placed
CB.EN.U4ELC23121,Karthik Chopra,cb.en.u4elc23121@cb.students.amrita.edu,ELC,B,2027,5.9,1,Not Placed
CB.EN.U4ELC23122,Varun Kumar,cb.en.u4elc23122@cb.students.amrita.edu,ELC,B,2027,8.08,0,Not Placed
CB.EN.U4ELC23123,Aishwarya Gupta,cb.en.u4elc23123@cb.students.amrita.edu,ELC,B,2027,6.3,0,Not Placed
CB.EN.U4ELC23124,Aishwarya Hegde,cb.en.u4elc23124@cb.students.amrita.edu,ELC,B,2027,8.76,0,Not Placed
CB.EN.U4ELC23125,Saanvi Krishnan,cb.en.u4elc23125@cb.students.amrita.edu,ELC,B,2027,8.32,0,Not Placed
CB.EN.U4ELC23126,Aarav Kamath,cb.en.u4elc23126@cb.students.amrita.edu,ELC,B,2027,6.91,0,Not Placed
CB.EN.U4ELC23127,Kavya Rangan,cb.en.u4elc23127@cb.students.amrita.edu,ELC,B,2027,8.9,0,Not Placed
CB.EN.U4ELC23128,Dhruv Nair,cb.en.u4elc23128@cb.students.amrita.edu,ELC,B,2027,8.76,0,Not Placed
CB.EN.U4ELC23129,Divya Prabhu,cb.en.u4elc23129@cb.students.amrita.edu,ELC,B,2027,6.53,0,Not Placed
CB.EN.U4ELC23130,Pranav Krishnan,cb.en.u4elc23130@cb.students.amrita.edu,ELC,B,2027,7.34,0,Not Placed
CB.EN.U4ELC23201,Lakshmi Krishnan,cb.en.u4elc23201@cb.students.amrita.edu,ELC,C,2027,7.12,0,Not Placed
CB.EN.U4ELC23202,Pooja Desai,cb.en.u4elc23202@cb.students.amrita.edu,ELC,C,2027,6.28,0,Not Placed
CB.EN.U4ELC23203,Kavya Kumar,cb.en.u4elc23203@cb.students.amrita.edu,ELC,C,2027,8.98,0,Not Placed
CB.EN.U4ELC23204,Nandini Chopra,cb.en.u4elc23204@cb.students.amrita.edu,ELC,C,2027,7.34,0,Not Placed
CB.EN.U4ELC23205,Rishabh Patel,cb.en.u4elc23205@cb.students.amrita.edu,ELC,C,2027,6.37,0,Not Placed
CB.EN.U4ELC23206,Vikram Bhat,cb.en.u4elc23206@cb.students.amrita.edu,ELC,C,2027,7.68,0,Not Placed
CB.EN.U4ELC23207,Priya Hegde,cb.en.u4elc23207@cb.students.amrita.edu,ELC,C,2027,5.9,2,Not Placed
CB.EN.U4ELC23208,Vikram Raman,cb.en.u4elc23208@cb.students.amrita.edu,ELC,C,2027,8.52,0,Not Placed
CB.EN.U4ELC23209,Abhishek Nair,cb.en.u4elc23209@cb.students.amrita.edu,ELC,C,2027,6.15,0,Not Placed
CB.EN.U4ELC23210,Meera Reddy,cb.en.u4elc23210@cb.students.amrita.edu,ELC,C,2027,9.19,0,Not Placed
CB.EN.U4ELC23211,Diya Srinivasan,cb.en.u4elc23211@cb.students.amrita.edu,ELC,C,2027,8.68,0,Not Placed
CB.EN.U4ELC23212,Vihaan Das,cb.en.u4elc23212@cb.students.amrita.edu,ELC,C,2027,5.78,2,Not Placed
CB.EN.U4ELC23213,Nandini Rao,cb.en.u4elc23213@cb.students.amrita.edu,ELC,C,2027,5.7,2,Not Placed
CB.EN.U4ELC23214,Meera Shetty,cb.en.u4elc23214@cb.students.amrita.edu,ELC,C,2027,9.17,0,Not Placed
CB.EN.U4ELC23215,Riya Subramanian,cb.en.u4elc23215@cb.students.amrita.edu,ELC,C,2027,5.67,3,Not Placed
CB.EN.U4ELC23216,Sai Pillai,cb.en.u4elc23216@cb.students.amrita.edu,ELC,C,2027,6.19,0,Not Placed
CB.EN.U4ELC23217,Suraj Mehta,cb.en.u4elc23217@cb.students.amrita.edu,ELC,C,2027,7.04,0,Not Placed
CB.EN.U4ELC23218,Rahul Raman,cb.en.u4elc23218@cb.students.amrita.edu,ELC,C,2027,9.36,0,Not Placed
CB.EN.U4ELC23219,Aishwarya Chopra,cb.en.u4elc23219@cb.students.amrita.edu,ELC,C,2027,9.07,0,Not Placed
CB.EN.U4ELC23220,Riya Shetty,cb.en.u4elc23220@cb.students.amrita.edu,ELC,C,2027,7.5,0,Not Placed
CB.EN.U4ELC23221,Keerthi Verma,cb.en.u4elc23221@cb.students.amrita.edu,ELC,C,2027,9.39,0,Not Placed
CB.EN.U4ELC23222,Shruti Menon,cb.en.u4elc23222@cb.students.amrita.edu,ELC,C,2027,6.17,0,Not Placed
CB.EN.U4ELC23223,Ananya Prabhu,cb.en.u4elc23223@cb.students.amrita.edu,ELC,C,2027,6.25,0,Not Placed
CB.EN.U4ELC23224,Ananya Reddy,cb.en.u4elc23224@cb.students.amrita.edu,ELC,C,2027,5.9,2,Not Placed
CB.EN.U4ELC23225,Swathi Srinivasan,cb.en.u4elc23225@cb.students.amrita.edu,ELC,C,2027,6.61,0,Not Placed
CB.EN.U4ELC23226,Varun Pillai,cb.en.u4elc23226@cb.students.amrita.edu,ELC,C,2027,6.04,0,Not Placed
CB.EN.U4ELC23227,Lakshmi Verma,cb.en.u4elc23227@cb.students.amrita.edu,ELC,C,2027,7.12,0,Not Placed
CB.EN.U4ELC23228,Siddharth Pillai,cb.en.u4elc23228@cb.students.amrita.edu,ELC,C,2027,8.41,0,Not Placed
CB.EN.U4ELC23229,Vikram Singh,cb.en.u4elc23229@cb.students.amrita.edu,ELC,C,2027,5.52,3,Not Placed
CB.EN.U4ELC23230,Varun Menon,cb.en.u4elc23230@cb.students.amrita.edu,ELC,C,2027,7.79,0,Not Placed
CB.EN.U4MEC23001,Amrita Joshi,cb.en.u4mec23001@cb.students.amrita.edu,MEC,A,2027,6.83,0,Not Placed
CB.EN.U4MEC23002,Nikhil Gowda,cb.en.u4mec23002@cb.students.amrita.edu,MEC,A,2027,5.91,1,Not Placed
CB.EN.U4MEC23003,Nandini Patel,cb.en.u4mec23003@cb.students.amrita.edu,MEC,A,2027,9.23,0,Not Placed
CB.EN.U4MEC23004,Priya Shetty,cb.en.u4mec23004@cb.students.amrita.edu,MEC,A,2027,6.8,0,Not Placed
CB.EN.U4MEC23005,Ananya Raman,cb.en.u4mec23005@cb.students.amrita.edu,MEC,A,2027,7.52,0,Not Placed
CB.EN.U4MEC23006,Vihaan Rangan,cb.en.u4mec23006@cb.students.amrita.edu,MEC,A,2027,7.21,0,Not Placed
CB.EN.U4MEC23007,Diya Kumar,cb.en.u4mec23007@cb.students.amrita.edu,MEC,A,2027,9.14,0,Not Placed
CB.EN.U4MEC23008,Pranav Srinivasan,cb.en.u4mec23008@cb.students.amrita.edu,MEC,A,2027,8.06,0,Not Placed
CB.EN.U4MEC23009,Anirudh Mehta,cb.en.u4mec23009@cb.students.amrita.edu,MEC,A,2027,8.07,0,Not Placed
CB.EN.U4MEC23010,Harish Patel,cb.en.u4mec23010@cb.students.amrita.edu,MEC,A,2027,7.02,0,Not Placed
CB.EN.U4MEC23011,Shruti Rangan,cb.en.u4mec23011@cb.students.amrita.edu,MEC,A,2027,8.84,0,Not Placed
CB.EN.U4MEC23012,Diya Hegde,cb.en.u4mec23012@cb.students.amrita.edu,MEC,A,2027,8.98,0,Not Placed
CB.EN.U4MEC23013,Vikram Gowda,cb.en.u4mec23013@cb.students.amrita.edu,MEC,A,2027,8.12,0,Not Placed
CB.EN.U4MEC23014,Sneha Rangan,cb.en.u4mec23014@cb.students.amrita.edu,MEC,A,2027,8.02,0,Not Placed
CB.EN.U4MEC23015,Amrita Singh,cb.en.u4mec23015@cb.students.amrita.edu,MEC,A,2027,8.34,0,Not Placed
CB.EN.U4MEC23016,Anirudh Venkatesh,cb.en.u4mec23016@cb.students.amrita.edu,MEC,A,2027,8.81,0,Not Placed
CB.EN.U4MEC23017,Rahul Venkatesh,cb.en.u4mec23017@cb.students.amrita.edu,MEC,A,2027,8.97,0,Not Placed
CB.EN.U4MEC23018,Nikhil Nair,cb.en.u4mec23018@cb.students.amrita.edu,MEC,A,2027,6.46,0,Not Placed
CB.EN.U4MEC23019,Rishabh Mehta,cb.en.u4mec23019@cb.students.amrita.edu,MEC,A,2027,7.48,0,Not Placed
CB.EN.U4MEC23020,Diya Bhat,cb.en.u4mec23020@cb.students.amrita.edu,MEC,A,2027,9.22,0,Not Placed
CB.EN.U4MEC23021,Divya Joshi,cb.en.u4mec23021@cb.students.amrita.edu,MEC,A,2027,9.37,0,Not Placed
CB.EN.U4MEC23022,Harish Raman,cb.en.u4mec23022@cb.students.amrita.edu,MEC,A,2027,6.11,0,Not Placed
CB.EN.U4MEC23023,Riya Das,cb.en.u4mec23023@cb.students.amrita.edu,MEC,A,2027,6.58,0,Not Placed
CB.EN.U4MEC23024,Meera Naidu,cb.en.u4mec23024@cb.students.amrita.edu,MEC,A,2027,6.76,0,Not Placed
CB.EN.U4MEC23025,Karthik Desai,cb.en.u4mec23025@cb.students.amrita.edu,MEC,A,2027,8.2,0,Not Placed
CB.EN.U4MEC23026,Nikhil Subramanian,cb.en.u4mec23026@cb.students.amrita.edu,MEC,A,2027,6.67,0,Not Placed
CB.EN.U4MEC23027,Rishabh Subramanian,cb.en.u4mec23027@cb.students.amrita.edu,MEC,A,2027,8.65,0,Not Placed
CB.EN.U4MEC23028,Nikhil Raman,cb.en.u4mec23028@cb.students.amrita.edu,MEC,A,2027,7.16,0,Not Placed
CB.EN.U4MEC23029,Varun Mehta,cb.en.u4mec23029@cb.students.amrita.edu,MEC,A,2027,9.24,0,Not Placed
CB.EN.U4MEC23030,Sai Naidu,cb.en.u4mec23030@cb.students.amrita.edu,MEC,A,2027,6.62,0,Not Placed
CB.EN.U4MEC23101,Nikhil Subramanian,cb.en.u4mec23101@cb.students.amrita.edu,MEC,B,2027,5.51,1,Not Placed
CB.EN.U4MEC23102,Vihaan Reddy,cb.en.u4mec23102@cb.students.amrita.edu,MEC,B,2027,7.11,0,Not Placed
CB.EN.U4MEC23103,Rishabh Krishnan,cb.en.u4mec23103@cb.students.amrita.edu,MEC,B,2027,9.44,0,Not Placed
CB.EN.U4MEC23104,Varun Naidu,cb.en.u4mec23104@cb.students.amrita.edu,MEC,B,2027,9.45,0,Not Placed
CB.EN.U4MEC23105,Keerthi Shetty,cb.en.u4mec23105@cb.students.amrita.edu,MEC,B,2027,8.19,0,Not Placed
CB.EN.U4MEC23106,Kavya Rangan,cb.en.u4mec23106@cb.students.amrita.edu,MEC,B,2027,6.79,0,Not Placed
CB.EN.U4MEC23107,Rahul Iyer,cb.en.u4mec23107@cb.students.amrita.edu,MEC,B,2027,8.59,0,Not Placed
CB.EN.U4MEC23108,Divya Kumar,cb.en.u4mec23108@cb.students.amrita.edu,MEC,B,2027,7.97,0,Not Placed
CB.EN.U4MEC23109,Aditya Venkatesh,cb.en.u4mec23109@cb.students.amrita.edu,MEC,B,2027,6.06,0,Not Placed
CB.EN.U4MEC23110,Aditya Prabhu,cb.en.u4mec23110@cb.students.amrita.edu,MEC,B,2027,5.88,3,Not Placed
CB.EN.U4MEC23111,Lakshmi Rangan,cb.en.u4mec23111@cb.students.amrita.edu,MEC,B,2027,8.05,0,Not Placed
CB.EN.U4MEC23112,Vihaan Krishnan,cb.en.u4mec23112@cb.students.amrita.edu,MEC,B,2027,6.08,0,Not Placed
CB.EN.U4MEC23113,Divya Patel,cb.en.u4mec23113@cb.students.amrita.edu,MEC,B,2027,5.68,1,Not Placed
CB.EN.U4MEC23114,Shruti Reddy,cb.en.u4mec23114@cb.students.amrita.edu,MEC,B,2027,7.51,0,Not Placed
CB.EN.U4MEC23115,Karthik Iyer,cb.en.u4mec23115@cb.students.amrita.edu,MEC,B,2027,9.07,0,Not Placed
CB.EN.U4MEC23116,Aarav Raman,cb.en.u4mec23116@cb.students.amrita.edu,MEC,B,2027,5.72,3,Not Placed
CB.EN.U4MEC23117,Dhruv Desai,cb.en.u4mec23117@cb.students.amrita.edu,MEC,B,2027,6.25,0,Not Placed
CB.EN.U4MEC23118,Swathi Das,cb.en.u4mec23118@cb.students.amrita.edu,MEC,B,2027,6.11,0,Not Placed
CB.EN.U4MEC23119,Riya Gupta,cb.en.u4mec23119@cb.students.amrita.edu,MEC,B,2027,7.34,0,Not Placed
CB.EN.U4MEC23120,Suraj Menon,cb.en.u4mec23120@cb.students.amrita.edu,MEC,B,2027,6.66,0,Not Placed
CB.EN.U4MEC23121,Saanvi Sharma,cb.en.u4mec23121@cb.students.amrita.edu,MEC,B,2027,8.43,0,Not Placed
CB.EN.U4MEC23122,Ananya Verma,cb.en.u4mec23122@cb.students.amrita.edu,MEC,B,2027,5.73,1,Not Placed
CB.EN.U4MEC23123,Diya Gupta,cb.en.u4mec23123@cb.students.amrita.edu,MEC,B,2027,8.2,0,Not Placed
CB.EN.U4MEC23124,Sai Patel,cb.en.u4mec23124@cb.students.amrita.edu,MEC,B,2027,6.76,0,Not Placed
CB.EN.U4MEC23125,Vishal Subramanian,cb.en.u4mec23125@cb.students.amrita.edu,MEC,B,2027,7.83,0,Not Placed
CB.EN.U4MEC23126,Diya Joshi,cb.en.u4mec23126@cb.students.amrita.edu,MEC,B,2027,8.05,0,Not Placed
CB.EN.U4MEC23127,Pranav Rao,cb.en.u4mec23127@cb.students.amrita.edu,MEC,B,2027,9.33,0,Not Placed
CB.EN.U4MEC23128,Anjali Desai,cb.en.u4mec23128@cb.students.amrita.edu,MEC,B,2027,6.67,0,Not Placed
CB.EN.U4MEC23129,Rahul Patel,cb.en.u4mec23129@cb.students.amrita.edu,MEC,B,2027,7.05,0,Not Placed
CB.EN.U4MEC23130,Keerthi Bhat,cb.en.u4mec23130@cb.students.amrita.edu,MEC,B,2027,8.55,0,Not Placed
CB.EN.U4MEC23201,Nikhil Pillai,cb.en.u4mec23201@cb.students.amrita.edu,MEC,C,2027,6.85,0,Not Placed
CB.EN.U4MEC23202,Ananya Reddy,cb.en.u4mec23202@cb.students.amrita.edu,MEC,C,2027,6.69,0,Not Placed
CB.EN.U4MEC23203,Varsha Krishnan,cb.en.u4mec23203@cb.students.amrita.edu,MEC,C,2027,7,0,Not Placed
CB.EN.U4MEC23204,Sai Chopra,cb.en.u4mec23204@cb.students.amrita.edu,MEC,C,2027,8.47,0,Not Placed
CB.EN.U4MEC23205,Pranav Mehta,cb.en.u4mec23205@cb.students.amrita.edu,MEC,C,2027,7.88,0,Not Placed
CB.EN.U4MEC23206,Anjali Naidu,cb.en.u4mec23206@cb.students.amrita.edu,MEC,C,2027,6.78,0,Not Placed
CB.EN.U4MEC23207,Aditya Pillai,cb.en.u4mec23207@cb.students.amrita.edu,MEC,C,2027,8.4,0,Not Placed
CB.EN.U4MEC23208,Aditya Kamath,cb.en.u4mec23208@cb.students.amrita.edu,MEC,C,2027,8.73,0,Not Placed
CB.EN.U4MEC23209,Pooja Verma,cb.en.u4mec23209@cb.students.amrita.edu,MEC,C,2027,7.47,0,Not Placed
CB.EN.U4MEC23210,Abhishek Gowda,cb.en.u4mec23210@cb.students.amrita.edu,MEC,C,2027,8.53,0,Not Placed
CB.EN.U4MEC23211,Sneha Nair,cb.en.u4mec23211@cb.students.amrita.edu,MEC,C,2027,8.06,0,Not Placed
CB.EN.U4MEC23212,Anirudh Menon,cb.en.u4mec23212@cb.students.amrita.edu,MEC,C,2027,7.31,0,Not Placed
CB.EN.U4MEC23213,Kavya Joshi,cb.en.u4mec23213@cb.students.amrita.edu,MEC,C,2027,6.69,0,Not Placed
CB.EN.U4MEC23214,Vihaan Menon,cb.en.u4mec23214@cb.students.amrita.edu,MEC,C,2027,9.17,0,Not Placed
CB.EN.U4MEC23215,Anjali Srinivasan,cb.en.u4mec23215@cb.students.amrita.edu,MEC,C,2027,8.08,0,Not Placed
CB.EN.U4MEC23216,Diya Verma,cb.en.u4mec23216@cb.students.amrita.edu,MEC,C,2027,9.01,0,Not Placed
CB.EN.U4MEC23217,Priya Prabhu,cb.en.u4mec23217@cb.students.amrita.edu,MEC,C,2027,8.16,0,Not Placed
CB.EN.U4MEC23218,Abhishek Prabhu,cb.en.u4mec23218@cb.students.amrita.edu,MEC,C,2027,9.28,0,Not Placed
CB.EN.U4MEC23219,Aditya Menon,cb.en.u4mec23219@cb.students.amrita.edu,MEC,C,2027,7.84,0,Not Placed
CB.EN.U4MEC23220,Saanvi Rao,cb.en.u4mec23220@cb.students.amrita.edu,MEC,C,2027,7.95,0,Not Placed
CB.EN.U4MEC23221,Swathi Srinivasan,cb.en.u4mec23221@cb.students.amrita.edu,MEC,C,2027,8.78,0,Not Placed
CB.EN.U4MEC23222,Rohan Hegde,cb.en.u4mec23222@cb.students.amrita.edu,MEC,C,2027,6.13,0,Not Placed
CB.EN.U4MEC23223,Dhruv Mehta,cb.en.u4mec23223@cb.students.amrita.edu,MEC,C,2027,6.76,0,Not Placed
CB.EN.U4MEC23224,Vishal Krishnan,cb.en.u4mec23224@cb.students.amrita.edu,MEC,C,2027,5.71,1,Not Placed
CB.EN.U4MEC23225,Aarav Bhat,cb.en.u4mec23225@cb.students.amrita.edu,MEC,C,2027,7.74,0,Not Placed
CB.EN.U4MEC23226,Suraj Singh,cb.en.u4mec23226@cb.students.amrita.edu,MEC,C,2027,6.72,0,Not Placed
CB.EN.U4MEC23227,Karthik Shetty,cb.en.u4mec23227@cb.students.amrita.edu,MEC,C,2027,5.55,3,Not Placed
CB.EN.U4MEC23228,Pranav Chopra,cb.en.u4mec23228@cb.students.amrita.edu,MEC,C,2027,6.39,0,Not Placed
CB.EN.U4MEC23229,Divya Kamath,cb.en.u4mec23229@cb.students.amrita.edu,MEC,C,2027,6.72,0,Not Placed
CB.EN.U4MEC23230,Rishabh Desai,cb.en.u4mec23230@cb.students.amrita.edu,MEC,C,2027,7.25,0,Not Placed
CB.AI.U4AIE23001,Saanvi Subramanian,cb.ai.u4aie23001@cb.students.amrita.edu,AIE,A,2027,6.62,0,Not Placed
CB.AI.U4AIE23002,Vihaan Krishnan,cb.ai.u4aie23002@cb.students.amrita.edu,AIE,A,2027,8.74,0,Not Placed
CB.AI.U4AIE23003,Varun Rangan,cb.ai.u4aie23003@cb.students.amrita.edu,AIE,A,2027,6.69,0,Not Placed
CB.AI.U4AIE23004,Diya Rangan,cb.ai.u4aie23004@cb.students.amrita.edu,AIE,A,2027,7.98,0,Not Placed
CB.AI.U4AIE23005,Ananya Rangan,cb.ai.u4aie23005@cb.students.amrita.edu,AIE,A,2027,7.45,0,Not Placed
CB.AI.U4AIE23006,Aarav Desai,cb.ai.u4aie23006@cb.students.amrita.edu,AIE,A,2027,6.68,0,Not Placed
CB.AI.U4AIE23007,Ananya Iyer,cb.ai.u4aie23007@cb.students.amrita.edu,AIE,A,2027,6.2,0,Not Placed
CB.AI.U4AIE23008,Suraj Srinivasan,cb.ai.u4aie23008@cb.students.amrita.edu,AIE,A,2027,9.18,0,Not Placed
CB.AI.U4AIE23009,Vihaan Raman,cb.ai.u4aie23009@cb.students.amrita.edu,AIE,A,2027,7.98,0,Not Placed
CB.AI.U4AIE23010,Nandini Desai,cb.ai.u4aie23010@cb.students.amrita.edu,AIE,A,2027,6.93,0,Not Placed
CB.AI.U4AIE23011,Anjali Gowda,cb.ai.u4aie23011@cb.students.amrita.edu,AIE,A,2027,8.04,0,Not Placed
CB.AI.U4AIE23012,Pranav Desai,cb.ai.u4aie23012@cb.students.amrita.edu,AIE,A,2027,7.42,0,Not Placed
CB.AI.U4AIE23013,Aishwarya Srinivasan,cb.ai.u4aie23013@cb.students.amrita.edu,AIE,A,2027,8.36,0,Not Placed
CB.AI.U4AIE23014,Vishal Sharma,cb.ai.u4aie23014@cb.students.amrita.edu,AIE,A,2027,8.66,0,Not Placed
CB.AI.U4AIE23015,Swathi Raman,cb.ai.u4aie23015@cb.students.amrita.edu,AIE,A,2027,7.18,0,Not Placed
CB.AI.U4AIE23016,Vihaan Gupta,cb.ai.u4aie23016@cb.students.amrita.edu,AIE,A,2027,6.22,0,Not Placed
CB.AI.U4AIE23017,Rishabh Hegde,cb.ai.u4aie23017@cb.students.amrita.edu,AIE,A,2027,5.88,1,Not Placed
CB.AI.U4AIE23018,Anjali Reddy,cb.ai.u4aie23018@cb.students.amrita.edu,AIE,A,2027,6.5,0,Not Placed
CB.AI.U4AIE23019,Keerthi Joshi,cb.ai.u4aie23019@cb.students.amrita.edu,AIE,A,2027,8.99,0,Not Placed
CB.AI.U4AIE23020,Sai Naidu,cb.ai.u4aie23020@cb.students.amrita.edu,AIE,A,2027,6.85,0,Not Placed
CB.AI.U4AIE23021,Meera Gupta,cb.ai.u4aie23021@cb.students.amrita.edu,AIE,A,2027,8.84,0,Not Placed
CB.AI.U4AIE23022,Riya Singh,cb.ai.u4aie23022@cb.students.amrita.edu,AIE,A,2027,8.3,0,Not Placed
CB.AI.U4AIE23023,Lakshmi Desai,cb.ai.u4aie23023@cb.students.amrita.edu,AIE,A,2027,7.52,0,Not Placed
CB.AI.U4AIE23024,Nikhil Kumar,cb.ai.u4aie23024@cb.students.amrita.edu,AIE,A,2027,5.72,3,Not Placed
CB.AI.U4AIE23025,Rishabh Prabhu,cb.ai.u4aie23025@cb.students.amrita.edu,AIE,A,2027,8.15,0,Not Placed
CB.AI.U4AIE23026,Anjali Raman,cb.ai.u4aie23026@cb.students.amrita.edu,AIE,A,2027,7.97,0,Not Placed
CB.AI.U4AIE23027,Aditya Rangan,cb.ai.u4aie23027@cb.students.amrita.edu,AIE,A,2027,7.79,0,Not Placed
CB.AI.U4AIE23028,Keerthi Shetty,cb.ai.u4aie23028@cb.students.amrita.edu,AIE,A,2027,8.83,0,Not Placed
CB.AI.U4AIE23029,Dhruv Pillai,cb.ai.u4aie23029@cb.students.amrita.edu,AIE,A,2027,7.61,0,Not Placed
CB.AI.U4AIE23030,Amrita Joshi,cb.ai.u4aie23030@cb.students.amrita.edu,AIE,A,2027,7.78,0,Not Placed
CB.AI.U4AIE23101,Ananya Subramanian,cb.ai.u4aie23101@cb.students.amrita.edu,AIE,B,2027,8.94,0,Not Placed
CB.AI.U4AIE23102,Abhishek Kamath,cb.ai.u4aie23102@cb.students.amrita.edu,AIE,B,2027,8.24,0,Not Placed
CB.AI.U4AIE23103,Kavya Kamath,cb.ai.u4aie23103@cb.students.amrita.edu,AIE,B,2027,8.92,0,Not Placed
CB.AI.U4AIE23104,Rahul Raman,cb.ai.u4aie23104@cb.students.amrita.edu,AIE,B,2027,7.44,0,Not Placed
CB.AI.U4AIE23105,Riya Iyer,cb.ai.u4aie23105@cb.students.amrita.edu,AIE,B,2027,8.29,0,Not Placed
CB.AI.U4AIE23106,Amrita Gupta,cb.ai.u4aie23106@cb.students.amrita.edu,AIE,B,2027,5.51,1,Not Placed
CB.AI.U4AIE23107,Anjali Das,cb.ai.u4aie23107@cb.students.amrita.edu,AIE,B,2027,9.48,0,Not Placed
CB.AI.U4AIE23108,Dhruv Raman,cb.ai.u4aie23108@cb.students.amrita.edu,AIE,B,2027,5.82,1,Not Placed
CB.AI.U4AIE23109,Ananya Shetty,cb.ai.u4aie23109@cb.students.amrita.edu,AIE,B,2027,7.19,0,Not Placed
CB.AI.U4AIE23110,Aishwarya Naidu,cb.ai.u4aie23110@cb.students.amrita.edu,AIE,B,2027,7.86,0,Not Placed
CB.AI.U4AIE23111,Pooja Patel,cb.ai.u4aie23111@cb.students.amrita.edu,AIE,B,2027,7.85,0,Not Placed
CB.AI.U4AIE23112,Suraj Gowda,cb.ai.u4aie23112@cb.students.amrita.edu,AIE,B,2027,5.82,2,Not Placed
CB.AI.U4AIE23113,Rishabh Iyer,cb.ai.u4aie23113@cb.students.amrita.edu,AIE,B,2027,7.82,0,Not Placed
CB.AI.U4AIE23114,Varun Subramanian,cb.ai.u4aie23114@cb.students.amrita.edu,AIE,B,2027,7.28,0,Not Placed
CB.AI.U4AIE23115,Lakshmi Krishnan,cb.ai.u4aie23115@cb.students.amrita.edu,AIE,B,2027,6.87,0,Not Placed
CB.AI.U4AIE23116,Pooja Pillai,cb.ai.u4aie23116@cb.students.amrita.edu,AIE,B,2027,5.59,3,Not Placed
CB.AI.U4AIE23117,Rishabh Kumar,cb.ai.u4aie23117@cb.students.amrita.edu,AIE,B,2027,6.78,0,Not Placed
CB.AI.U4AIE23118,Neha Kamath,cb.ai.u4aie23118@cb.students.amrita.edu,AIE,B,2027,9.25,0,Not Placed
CB.AI.U4AIE23119,Lakshmi Subramanian,cb.ai.u4aie23119@cb.students.amrita.edu,AIE,B,2027,5.52,1,Not Placed
CB.AI.U4AIE23120,Aishwarya Joshi,cb.ai.u4aie23120@cb.students.amrita.edu,AIE,B,2027,8.36,0,Not Placed
CB.AI.U4AIE23121,Pooja Patel,cb.ai.u4aie23121@cb.students.amrita.edu,AIE,B,2027,5.81,1,Not Placed
CB.AI.U4AIE23122,Anjali Menon,cb.ai.u4aie23122@cb.students.amrita.edu,AIE,B,2027,8.44,0,Not Placed
CB.AI.U4AIE23123,Swathi Bhat,cb.ai.u4aie23123@cb.students.amrita.edu,AIE,B,2027,6.95,0,Not Placed
CB.AI.U4AIE23124,Arjun Venkatesh,cb.ai.u4aie23124@cb.students.amrita.edu,AIE,B,2027,9.31,0,Not Placed
CB.AI.U4AIE23125,Meera Rao,cb.ai.u4aie23125@cb.students.amrita.edu,AIE,B,2027,9.21,0,Not Placed
CB.AI.U4AIE23126,Harish Joshi,cb.ai.u4aie23126@cb.students.amrita.edu,AIE,B,2027,5.89,1,Not Placed
CB.AI.U4AIE23127,Rahul Das,cb.ai.u4aie23127@cb.students.amrita.edu,AIE,B,2027,6.54,0,Not Placed
CB.AI.U4AIE23128,Keerthi Hegde,cb.ai.u4aie23128@cb.students.amrita.edu,AIE,B,2027,8.55,0,Not Placed
CB.AI.U4AIE23129,Pooja Iyer,cb.ai.u4aie23129@cb.students.amrita.edu,AIE,B,2027,5.99,1,Not Placed
CB.AI.U4AIE23130,Vishal Krishnan,cb.ai.u4aie23130@cb.students.amrita.edu,AIE,B,2027,5.5,2,Not Placed
CB.AI.U4AIE23201,Nandini Nair,cb.ai.u4aie23201@cb.students.amrita.edu,AIE,C,2027,6.18,0,Not Placed
CB.AI.U4AIE23202,Meera Krishnan,cb.ai.u4aie23202@cb.students.amrita.edu,AIE,C,2027,9.26,0,Not Placed
CB.AI.U4AIE23203,Varun Srinivasan,cb.ai.u4aie23203@cb.students.amrita.edu,AIE,C,2027,8.11,0,Not Placed
